word,frequency
DEVILS...,1
"germs?""",1
Germs,1
disinfectants,1
"soap!""",1
"germs,",1
"doctor...Semmelweiss,",1
mostly...that,1
teeny,1
"things""",1
you...sick!,1
guy...crazy?,1
Teeny,1
whaddayou,1
"'em?...""germs""!",1
Germs?!,1
Insanity,1
"cables,",1
Whackos,1
loon.,1
consumers.,1
things...toilet,1
"blenders,",1
electrically,1
SCREWDRIVERS,1
MINIATURE,1
BUILT-IN,1
RADAR,1
"DEVICES,",1
STEREO,1
SYSTEMS,1
BRAIN,1
IMPLANTED,1
"HEADPHONES,",1
VOICE-,1
ACTIVATED,1
"COMPUTERS,",1
AND...,1
Thorazine?,1
Whatdaya,1
"obeying,",1
"""weird""",1
cooperate!,1
Jo...Jose????,1
JOSE!,1
message...me?,1
volunteer?,1
"spider,",1
"""truth""",1
Psychiatry,1
"Owen,",1
Fresno,1
restrained,1
"vent,",1
wriggling,1
sedated!,1
judgment!,1
inquisition.,1
EXPERIMENT!,1
HELPLESS,1
TEST,1
"ANIMAL,",1
DADDY.,1
VIRUS,1
"WITH,",1
DEMENTED,1
MANIAC?,1
"""develop""",1
Typical.,1
"""developed""",1
stimuli?,1
movements?,1
What...virus?,1
CARES,1
PSYCHIATRISTS,1
WRITE,1
WALLS?,1
Monkeys?,1
pathetically,1
pusillanimous,1
"""pretend-friend-to-",1
"animals""?!",1
is...was...your...,1
spray-,1
Ex-psychiatrist!,1
flashlights...?,1
"psychiatrist""?",1
PSYCHIATRIST,1
DEAL,1
TASK,1
HAND.,1
IMPORTANT.,1
cutters!,1
cutters?,1
here...just,1
Coles,1
stellazine,1
"i.d.,",1
"disoriented,",1
"episode,",1
"Monkeys,",1
Army-of-the-Twelve-Monkeys,1
Tight?,1
straying,2
"twig,",2
tossin',2
turnin'.,2
"pessimist,",1
infirm?,2
example:,1
pettin',2
Peppa!,1
Pepsi.,1
thirst.,2
Okinawa.,1
Sunnin',2
Thirty-bucks?,1
four-hundred,1
Timex?,1
Movado.,1
gumption.,2
chicken-,1
lipped,1
scientist?,2
coin's,1
One-hundred-thirteen,1
"Twenty-seven,",2
Arrives,1
headlight.,2
nowheres,2
gasket.,7
"inbred,",2
Two-hundred.,2
"Darrell,",2
whippin',3
hundred-forty-five,4
hundred-forty-,1
"Card,",2
Malden,1
lickity,2
fifteen-hundred,2
hose?,5
sixty-four-and-a-half,3
prices?,2
four-and-a-half,1
hose!?,2
Hundred-fifty.,2
much!?,2
Ninety-two.,2
Twenty-after-ten,2
Twenty-after-ten.,2
Harlin's?,2
Out's,2
Harlin?,2
Shasta!,2
Draft?,2
Kirin.,1
Kirin?,1
Beck's.,4
"fingerless,",1
toeless,1
some-thousand,1
John--,1
.at,1
thirty-thousand,1
Sierra;,1
Ends,1
"speeders,",1
McKenna?,2
Montrose.,1
John!?,3
Dried,1
Grace!?,1
stabbing,2
hald,1
One-hundred-thousand,2
hundred-thousand,1
You!?,1
bragged,1
shithole.,3
combination--,1
Lied?,1
One-hundred-thousand!?,2
a-bitch,1
hundred-thousand.,1
brags.,1
one-hundred-fifty,3
mechanic.,1
chances;,2
"pond,",1
much;,1
courted,1
reeled,2
desert;,2
liveliness.,2
Shaman's,1
Shaman.,1
Cools,2
Albuquerque.,3
Sierra?,2
"catalog,",1
runneth,1
beauti--,1
Sierra.,2
Jake;,2
splinter?,1
Sense?,1
sexing,1
Jake--,2
bedroom's,2
thirteen-thousand.,2
two-thousand.,1
twenty-thousand.,1
wham!,1
Wail,1
Darrell,3
Thirteen-thousand,1
love-hate,2
bedding,1
kill;,1
Cain.,1
convenience.,2
ten-thousand.,2
Twenty-thousand?,1
Twenty-thousand;,1
Fifty-thousand,2
overvalue,1
"Beside,",2
wife:,2
overheated.,2
Toby!,2
jukebox.,2
"hisself,",2
Desert's,2
Cline?,2
"Accident,",1
juke.,2
TNT.,3
imaginative?,2
Hello!?,1
Neanderthal.,1
Vesci.,3
punk:,2
steamroller.,2
thirteen-thousand,4
"Vesci,",1
fifty-dollars,2
shreads,1
robber;,1
thirty-three,3
Thirty-thousand,1
shakedown?,1
Stink,1
froom,1
start!,2
whooped.,1
cool;,1
Harlin's,2
Jamilla,1
biker.,1
Jamilla's,3
"Senor,",1
Senor--,1
Soda.,4
Hablar,2
Earthmaker,1
being</u>,1
kissy,3
"slurp,",2
Difference,1
"plutonium,",1
"fuffonium,",1
"fuckononium,",1
"assononium,",1
"""om""!",1
"want....""...",1
cursed?,1
Vyee-et-nam.,1
commies.,1
see...they're,1
dollars...I'll,1
Superior.,2
two-hundred.,1
paper...and,1
"$20,000,",1
"$200,000...",1
"""ironee""?",1
Darrell!,1
<u>know,1
you</u>...,1
upfront?,1
"""games""",1
boy...How,1
"yourself...well,",1
"'em!""",1
Darrell's,1
"""Bobby",1
"Cooper.""",1
"Superior,",1
Coop?,1
finger-fucked,1
walking...,1
sonufabitch!,2
Eighteen...,1
shaving;,1
juke?,1
Figgers.,1
Deduct,1
got's,1
figgered.,1
Harlin.,1
sonufabitch.,1
<u>who,1
tumbleweed,1
$3.75,1
doodad,1
schnooz,1
"through.""",1
"Mustang.""",1
Rotted,1
Diner,1
gashed,1
seventy-two.,1
Darrell...,1
Darrell--,1
"Harlin,",1
<u>Jake</u>...,1
four-letter,1
cared...,1
"cunts...sorry,",1
baiting,1
and...pop!,1
why</u>!,1
scumbag!...,1
<u>dead</u>...,1
"<u>cop</u>,",1
Anywhere?,1
fly...fly,1
sure?...,1
<u>feel</u>,1
quiet...when,1
<u>all,1
time</u>.,1
<u>cash</u>?,1
Darrell?,1
<u>myself</u>.,1
mechanic...,1
too...he,1
Mom...it,1
alcoholic...and,1
taken</u>,1
baby...wanted,1
Leap.,1
Virgil...Sheriff,1
Shaman...in,1
"halfbreed""...",1
here...but,1
was...you,1
time...for,1
Shaman?,1
matter?...Grace?,1
shaman's,1
shaman.,1
"bartending,",1
Harlin's.,1
Elkhart,1
BIA,1
sorry!...you,1
"150,",1
"Arkady,",1
<u>shotgun</u>!,1
shredded,1
nailed...,1
Arkady.,1
hicktown,1
<u>robbed</u>!,1
"""Arkady""",1
Arkadin...,1
three-twenty-three.,1
30.55.,2
$3.25.,1
Heineken?,1
"A-1,",1
Coors...,1
cuter'n,1
bunny's,1
<u>was,1
Papa</u>.,1
<u>liked</u>,1
<u>Grace</u>,1
wife....,1
"sober,",1
danged,1
"offered,",1
forgivin',1
me...beat,1
<u>shut,1
up</u>!,1
"...""concealed""",1
Ivan.,1
<u>rich</u>,1
Jeb?,2
Telletubbies,1
No?...,1
Jeb.,2
carefully?,1
"Wet,",1
Artist,1
rust.,2
Rust?,1
Inverso.,1
Megan?,1
up?...,1
dunking,1
Characters,1
nose-bleed,1
internet...,1
professions,1
convincing...,1
"number','I",1
payment.',1
"on""",1
"over""",1
Step.,2
Struttin,1
"Dunne,",1
"Jenkins,",2
17C,1
HURT...,1
karate?,1
Tyson?,1
wiggin,1
fifty--,1
cornerback.,1
equivalents,1
Edition.,1
Seven-three-seven,1
survivors...,2
Amtrak,1
derails,1
atrophy,1
that's...?,1
Whippin',1
pecker...,1
Rain's,1
'EM?,1
'EM,1
TIMES?,1
CUNTS!,1
'78,1
"Billiards,",1
Greely's,1
Billiard,1
"Whereas,",1
president...,1
palsied...,1
porch!,1
Beauchamp,2
villainous,1
sonsofbitches.,1
Roundtree.,1
"bullwhips,",1
German...,1
"""Skinny,",1
"that,""",1
"""Bill's",1
"sleepin',",1
"Skinny,""",1
"Silky,",1
Silky,2
Advances?,1
"payment,",1
Greely's.,2
noticin',1
T...,2
Scouting?,1
"Enemies,",1
"""books""",1
packing...,1
Peacemakers...,1
biographer.,1
WW,1
Beauchamp...,2
Daggett,1
"""friends.""",1
Chinamen?,1
roan,1
Spade,2
none?...,1
squirreled,1
'an,1
bow-legged,1
Delilah.,1
"Skinny,",2
"barons,",1
Porch.,1
Roof?,1
Snuck,1
Outfit.,1
cut-up,1
"Leastways,",1
Damaged,1
hamstring,1
Property.,1
lawful,1
Delilah,1
cut-whore.,1
"""Deserve""",1
Three-Fingered,1
Hendershot.,2
"Hendershot,",1
William...,1
Ordinance,1
receptacles.,1
Sheriff...,1
saloons...,1
teamsters,1
miners...,1
"Jim,""",1
"""it",1
struttin',1
R-r-r-really?,1
r-r-really,1
wwant...?,1
anyhow...,1
hurryin',1
while...?,1
whizzin',1
aims,2
"Gun""",1
insultin',1
Bottle,2
"pistols,",1
"Beauchamp,",1
Saloon,1
Corcoran...,1
twogun,1
"Corcoran,""",1
"apologize.""",1
Corcoran,1
"cursing,",1
blazed,1
"sixguns.""",1
Daggett...,1
based...,1
depicting,1
D-d-d-duke.,1
D-d-duke,1
firearms...,1
b-b-b-book...,1
Letters?,1
N-no.,2
wr-wr-wr-write...,1
wr-,1
wrwrite...,1
Beauchamp?,1
Lemmee,2
"Schofield,",1
"N-no,",1
Fingered,2
"""Same",1
"all?""",1
blooded,2
Bonney,1
Alisson,1
'73.,1
ned,1
L-lies...,1
mixin',1
lies...,1
Greely's?,1
Ned's,3
Trees,1
spectacles.,1
f-for?,1
gu-guess,1
Ch-ch-christ...,1
DEAD...,1
n-n-never.,1
H-hell,1
sh-sh-shit,1
Mexican...,1
shovel...,1
SHOOT!,1
yourownself?,1
riper,1
didn't...?,1
crotchety,1
hens.,1
recollect!,1
recollect.,1
Ogallala.,1
fancy...,1
Niobrara,1
Schofield,3
Schofield?,2
goddamndest,1
"killin',",1
Sothow's,1
"Pepper,",1
Harbey,1
Pepper,1
"Munny,",1
Wh-wh-when,1
gunfighter,1
Wh-wh-who,1
B-b-books.,1
singlehanded.,1
such?,1
c-c-carry,1
"P-p-p-please,",1
M-m-my,1
G-god.,1
"waitin',",1
"Spencer,",2
nightfall...,1
GODDAMIT?,1
an...?,1
Ned...,2
Worms,1
Hendershot?,1
"rainin',",1
dontcha?,1
rainin'.,1
"KID,",1
BILL,1
MUNNY.,1
KID?,1
shootin,1
planted.,1
...an',1
killin'...,1
"drover,",1
overfriendly.,1
comin'...,1
"cunny,",1
Cheat,2
"strays,",1
em...,3
supposin',1
"maw,",1
kinda...,1
wicked...,1
N-nobody...,1
K-k-kill,1
anythin'...,1
red-haired,1
Munny,1
Pacific...,1
scrape.,1
Chri...,1
yards?,1
"Clouds,",1
Sothow,1
Keyser,19
Soze,17
Thrown,1
next',1
ninety-one,3
harbor?,1
&lt;&lt;Don't,1
stupid.&gt;&gt;,1
&lt;&lt;Are,1
sure?&gt;&gt;,1
&lt;&lt;It,2
&gt;&gt;,1
Smaller,1
&lt;&lt;And,1
it.&gt;&gt;,1
Sharper.&gt;&gt;,1
&lt;&lt;Keyser,1
Soze.,1
Sate.,3
eyes.&gt;&gt;,1
"&lt;&lt;No,",1
eye.&gt;&gt;,1
&lt;&lt;I'll,1
protection.&gt;&gt;,1
dope...,1
&lt;&lt;We,1
Hungary.&gt;&gt;,1
investor,1
investing.,1
Fortier,1
hijacker,1
Umm,1
Kint?,1
Kint.,2
Indirect,1
"snagged,",1
N.Y.P.D.,1
line-,1
line-.up?,1
shakedown.,1
"Fenster,",1
McManus.,4
FREEZE.,1
"MOVE,",1
FUCKERS.,1
Keaton?,4
P.C.,2
jacks,1
logistical,1
"layout,",1
Dig.,1
"Keaton,",3
Verbal,2
pretzel-man?,1
"spurs,",1
Hockney,1
Hungarian?,1
Soze?,3
anyone:,1
Fenster,3
Redfoot.,3
sonofabitch?,1
Verb,1
Finneran.,2
"Kint,",1
dead-man.,1
Keyser.,1
HALLWAY,1
FIFTIETH,1
FLOOR,1
Keaton.,5
Hockney.,1
Redfoot,1
Redfoot?,1
Keaton's,3
"Finneran,",1
expediting,1
him',1
Limey.,1
middle-man,1
shivved,1
Spook.,1
shivved.,1
Spook,1
Sate,4
What'the,1
Weapons.,2
arraign,1
Kint's,1
bitch-slapped,1
boogey,1
Kobayashi.,4
Marquez.,1
trafficking.,1
Finneran,3
Kujan.,4
Verbal?,3
cheapest,1
bag-man,1
"a.s.a.p.,",1
state's.,1
Verbal.,6
he's..?,1
"Kujan,",1
EDIE,1
FINNERAN.,1
rat-cripple?,1
Why',1
"Verbal,",3
SOZE,1
Hungarians.,1
"Soze,",1
"AFRAID,",1
KNOWN,1
REEF,1
LYING,1
DO.,1
AT.,1
TRUTH.,1
KEATON,1
Tall.,1
far-fetched,1
Fenster.,1
"Aliases,",1
Kobayashi?,1
monte,1
"Skokie,",1
Bang-up,1
"Extortion,",1
coercion.,1
pucker.,1
Kujan?,2
under',1
Immunity,1
amnesty,1
&quot;I,1
him.&quot;,1
SOZE.,1
52,2
DELETED,1
HOSPITAL,1
Kovash's,1
DANIEL,1
"METZHEISER,",1
balding,1
forties.,1
Plumber.,1
Ridgly,1
Waiters.,1
IMMUNITY,1
Deemer,1
tailbone,1
cold-,1
retired?,1
Attica?,1
"Deemer,",1
Kint,3
palsy.,1
&quot;faceless,1
Hall&quot;,1
Immunity.,1
May-I,1
"provisions,",1
'seventy-eight.,1
well...but,1
compensate...to,1
Galvin's,1
her...You,1
know...You,1
baby...Ms.Nevins...,1
`Code,1
"Dr.Marx,",1
`part,1
`truth',1
`expert,1
wrong...as,1
`Methodology,1
Meth...Methodology,1
`Surprise,1
incompetemt,1
ri...expect,1
again....Who,1
fouryears?,1
a...why?,1
`They,1
I...yes.,1
`We,1
case...Mist...Mr.,1
Doneghy...I'm,1
thought...I'm,1
Mister...Me,1
wife...and,1
years...my,1
admittance...she...,1
I...um...,1
I...given,1
I...in,1
Yes...I...yes.,1
know...sometimes,1
Nine...ten,1
anaesthetic...the,1
anaesthetic.,1
anaesthetic.',1
deposition..,1
appreciate--a,1
Gruber,1
loyalty...no,1
nothing...you're,1
rang...someone,1
distracted...what?,1
days...my,1
out...They,1
nine-minute,1
law...is,1
guys...life,1
grand...and,1
money...and,1
Laura),1
Somebody...you,1
No...no...,1
leave...You,1
I...do,1
I'd...if,1
I'd...I,1
we...No...we,1
might...you,1
`This,1
'Maybe...maybe...',1
He's...you,1
I...please.,1
wife...my,1
had...somebody's,1
...yeah...good...,1
Uh...the,1
`You,1
whores...uh...loyalty...you,1
hurt...you,1
bad.GALVIN,1
scrub-nurse...'All,1
Darkness...he'll,1
Hyannis...don't,1
"Archdiocese,",1
`if,1
keeper...are,1
two-hundred-,1
negligent,1
`one',1
"`Pat,",1
`That's,1
`Pat.,1
"`No,",1
...',1
been...it,1
...four-and-one-half,1
complication:,1
"melancholia,",1
Carlotta,9
Valdes.,4
Great-grandmother.,1
Valdes,1
Carlotta.,2
old-fashioned...,1
curiously...,1
Ernie's.,1
Ernie's,2
Scottie,3
Portals,1
Past.,1
blank...,1
sigh,1
"brightly,",1
"idiotic,",1
hard-headed,1
"neurologist,",1
"psychoanalyst,",1
married;,1
"gang"";",1
shipbuilding,2
Gavin?,3
Acrophobia,1
Top-of-the-Mark.,1
street-level,1
disability?,1
excitement...,1
prove!,1
Carlotta's,1
Judy!!,1
made-to-order,1
pupil!,1
me?!!,1
Rehearse,1
then?!!,1
trances!,1
Bay!,1
Elster?,3
Scottie!,1
steaks.,1
"Ernie's,",1
Ernie's?,1
no!!!,1
Ransohoff's.,1
Dinner...,1
Salina,1
Magnin's!,1
"Salina,",1
before!?!,1
ago!!?,1
Magnin's,1
clicked.,1
pick-up!,1
Gallup,1
"Poll,",1
"Ferguson,",1
Madeleine!!,1
happened...!,1
"Mission,",1
Bautista.,1
saloon...,1
low-ceilinged...,1
cloister.,1
green:,1
"grey,",2
above...,1
carriages,1
phoned...,1
below...,1
gravestone.,1
Vaguely...,1
mirror:,1
"mirrored,",1
"shadowy,",1
and;,1
...somewhere,1
fell!,2
Sequoia,1
Sempervirens:,1
ever-,1
wanderer!,1
separately?,1
wanderer.,1
wander.,2
Shopping?,1
Coit,2
landmark.,1
"lakes,",1
"rowboats,",1
...Falling...,1
Ferguson.,3
Acquaintances,1
Elster.,2
...Old,1
Point!,1
Presidio!,1
At...,1
...fell,1
leaves!,1
behaved.,1
Foreign.,1
Valdes?,1
Wandering.,1
undercurrent.,1
Bye-bye!,1
Elster's,2
Carlotta?,1
Think?,1
corset!,1
Johnny-O;,1
Leibel?,1
Embarcadero,2
1879.,1
Leibel,1
Argosy,1
Leibel.,2
Bohemian,1
1879?,1
"""hello",1
"wonderful""",1
"know""",1
That!?!,1
acrophobia.,1
"Midge,",3
bum;,1
Row...,1
Johnny-O.,1
Midge?,1
peninsula,1
uplift.,1
"straps,",2
cantilever,1
"motherly,",1
Johnny-O...,1
"Acrophobia,",1
disastrous!,1
Chairborne?,1
Acrophobia.,1
roof...,1
"disapproving,",1
corsets?,1
corset,1
unconfined.,1
doctors:,1
binds.,1
pains?,1
Ow!!,1
By...,1
yes;,1
cabaret,1
Ives!,2
Addition...,1
Gough,1
Carlotta...,2
altered?,1
"alterations,",1
madam's,1
tweed,1
belted.,1
"whore?""",1
accesory.,1
accesory,1
stripper's,1
reject.,1
acquaintances,1
sacrilegious.,1
slipped!,1
playing...she,1
slipped...she,1
playing...we,1
mother-fucking,1
Harris!,1
"Namath,",1
"Paton,",1
"Lombardi,",1
Hemingway...,1
eagerly,1
"optics,",2
Boyd!,3
shush?!,1
secure!,1
Helper,1
hooker's,1
strenght,1
And...well...I'm,1
"suitcases,",1
reunite,1
suticases.,1
transmission!,1
5:52.,1
"conditioned,",1
115,2
lb.,1
it.I,1
"Walmart,",1
"buckets,",1
"mops,",1
Spic,1
"Span,",1
car...Done.,1
Micheal,11
Well...we're,1
days...Beautiful,1
it...It,1
Micheal...,2
"""option.""",1
First...are,1
Mini-Mart?!,1
Starbursts.,3
Tyson,1
godfather...,1
"geography,",1
Stadium...I,1
now...You'll,1
streetlight's,1
me...He,1
said...He,1
roles;,1
mellowing,1
chairs...okay?,1
Valued,1
"Policy,",1
re-scheduled,1
exam...and,1
payment...so,1
Term,2
lapsed.,1
Policy.,1
Micheal?,2
Micheal.,6
Fisher?,1
bathroom...she's,1
Playground.,1
just...Hold,1
disposition?,1
goosed?,1
"Kerouback,",1
tornado,2
insulated,1
Fisher.,5
Backed,1
floppy.,1
Kojak.,1
specification,1
Micheal's,4
Lois?!,1
supersedes,1
Boyd...What,1
sensitivity?,1
Donkey.,1
...Right?,1
goes;,1
"lives.""",1
"repressed,",2
fly-boy,1
butt-fucker.,1
"Micheal,",3
Robbins,2
this...Well,1
modification,1
God...Good,1
Christsake,1
police...What,1
bathroom...They,1
us...What,1
ah...our,1
brother...got,1
control...they,1
love...and,1
excited...and,1
Jesus...call,1
"$4.38,",1
chairs...,1
Fatburger?,1
Upsy,1
Goosed!,2
goosed!,1
Goosed,1
goosed.,2
open-field,1
dwindling,1
Steeler,1
Immaculate,1
"Reception,""",1
Ricochet,2
Reception.,1
resurrecting,1
"Park's,",1
sausages.,1
self-exploration.,1
function?,1
bananas?,1
assimilation,1
Mossad,1
Mossad's,1
...right?,1
gunpowder,1
False.,1
Starbucks?,1
Yea...It's,1
great...seems,1
I...Liz...all,1
much...So,1
derailed!,1
Jackasses.,1
alone...She's...Boyd...Oh,1
God...He's,1
nuts...He,1
Micheal...it's,1
Cry,3
okay...It's,1
canceling.,1
non-refundable.,1
modifying.,1
Cancel?!,2
just...we're,2
Groomsmen,1
"long...""",1
"""Darli...ing",1
"ewe,",2
Darli...ing,1
chairs?,2
Nesting.,1
organizing.,1
Adam's.,1
gold-trimmed,1
padded.,1
Seating,1
common!!!,1
commoned!,1
ask!?!,1
hungover,1
"""Oprah""",1
Crowning.,1
instants.,1
friendships...,1
with...about,1
mailboxes.,1
parent's.,1
Caterer?,1
Florist?,1
Photographer?,1
cutbacks.,1
Knock'em,1
"""Cats",1
"Cradle.""",1
day...he,1
"Lightfoot,",1
"whoever,",1
ball-buster,1
you...God,1
think...If,1
thinked,1
over...I,1
just...Well,1
wahoo,2
but...Maybe,1
om,1
Man...burning,1
absolute.,1
sparkler,1
hotter...and,1
for...You,1
wahoo?,1
sparklers,1
Sparks.,1
"ready""...""watch",1
"it""...""here",1
"comes,""",1
"""wahoo"".",1
zzzzzzzzzzzzzzzz,1
chipping,1
Buzzing?,1
"lightheaded,",1
Brenn.,2
Yes...Yes...,1
6.321,1
17.28,1
9.256,1
3432.343.,1
gel.,1
candy-coat,1
14.3,1
7.5,1
29.83,1
ass-puckering,1
soul-less,1
Nut,1
splinters.,1
integration.,1
"""Pup",5
"Corn.""",3
Doggie,1
treats.,1
"Corn""",2
"""Shelmer,""",1
"Shelmer,""",1
walk's,1
"pellet,",1
Shelmer,1
Pup,2
Corn.,1
corn?,1
fixation.,1
"Reception?""",1
times...and,1
bounced.,1
"""Atlas",1
"Shrugged,""",1
Downstairs,1
Arctic.,1
aim...,1
Greenpeace?,1
Boyd...I,1
man...It,1
self-help,1
thing...you're,1
me...Darling,1
Acoustic.,1
"""till",2
"part.""",2
"""love,",1
"obey""",1
"""respect,",1
"cherish,",1
post-Vegas,1
...regression,1
"...embarrassing,",1
degeneration,1
vile...,1
BROTHER!,1
"Fish,",1
Desert.,1
Drum,1
"Amalio,",1
Refugio.,1
"AMALIO,",1
Enedina,1
Amalio!,1
poorhouse!,1
balconies,1
Ramona.,1
"masquerading,",1
nun;,1
Uncle;,1
inexperience.,1
Ramona's,1
scamp.,1
"materially,",1
Ramona?,1
ungrateful.,2
Enedina's,1
"agrees,",1
Ramon!,1
maize,1
manuring,1
dove.,1
Virgin?,1
Helpless,1
Viridiana.,1
temper?,1
pesetas.,1
Piles,1
Plaster!,1
warmth.,1
Jaime's,2
Jorge?,1
Viridiana,1
Canelo!,1
rabbiting,1
leprosy.,1
Viridiana!,1
skip.,1
bull!,1
stories;,1
Moncho.,1
"Moncho,",1
Moncho?,1
dormitories?,1
reproach,1
dowry.,1
Viridiana?,1
"self-control,",1
gutful,1
insults?,1
marrow!,1
Manuel?,1
"Ramona,",1
Lindenmeyer.,4
Lindenmeyer'5,1
Lindenmeyer,8
"son-ofabitch,",1
wellhidden.,1
1.3,1
symphonies...,1
Grimes,8
Re-Election,1
Rally,1
Feliz?,1
implementation.,1
locater,1
parolee,1
nanotech,1
Toluca,1
affluent,1
couple...completely,1
gutted.,1
LETAC,3
Deane.,1
Donley,1
Why'd..,1
.you,1
collectively,1
Lindenmeyer?,2
Lindenmeyer',1
duplex.,1
Twentyfour,1
unacceptably,1
Grimes',1
reassignment.,1
"Deane,",1
detonates.,1
authorizes,1
Simulations,1
participants,1
connectors,2
calibrated,1
VR,2
hears...everything.,1
yearandahalf,1
Deane,1
adjustments...,1
highestranking,1
coldblooded,1
reptile.,1
3.2,1
nanodeath.,1
Synthetic,2
so..,1
.real.,1
Coordinated,1
polymer,1
"nanotechnology,",1
molecules...,1
Reset,1
You're...such,1
HEY!!!,1
"receiving,",1
VR.,1
hemisphere,1
work..,1
you...please,1
183,1
thankyou,1
SID,1
Peeping,1
"giveth,",1
taketh,1
"triple-twisting,",1
"platform,",2
son-of-a,1
so...You?,1
painintheass,1
6.7.,1
sure...on,1
bridge...the,1
payphone...,1
creation?,1
Grimes.,1
rally's,1
toxin?,1
back!!!,1
6.7's,2
performances,2
increasing.,1
audiences.,1
decreasing.,1
street's,1
readapting,1
welleducated,1
Karin.,1
tick...,1
sonof-a-bitch,1
cannibalize,1
6.7?,2
"Berkowitz,",1
pit...,1
Lindenmeyer's,2
17?,1
Leno,1
LaBianca,2
reenacting,1
Manson's,1
bystander,1
target...,1
busboy?,1
dissected,1
predisposition,1
participated,1
"BARNES,",1
"Thank-you,",1
ReElection,1
Rally...,1
Finale.,1
My...secret.,1
C-4?!,2
indelible,2
C-4...was,2
here...or,1
"GRIMES,",1
You...mother...fucker!,1
solo.,1
so...robotic?,1
overpaying,3
deployment,1
prototypes.,1
86,1
bring'em,3
"<u>tomorrow</u>,",1
<u>down</u>...,1
Schumann.,4
<u>Hello</u>.,1
confessor.,1
Okay;,1
<u>Now</u>:,1
"Days,",2
n'Jesus,1
"Tarries,",1
.....wait,1
3-0-3,1
Speech...,1
Fad,3
<u>Lure</u>,1
"Speech,",2
...tonight...,1
catch-up.,1
flu?,1
Side-effects,1
medi....,1
Homecoming...?,1
Shoe.,2
<u>thinking</u>,2
Pal...,2
"Naa,",2
<u>Big</u>.,1
<u>Big</u>,1
Harvester...,1
"Wilfred,",3
<u>pitch</u>.,1
<u>records</u>,1
303,1
"roster,",1
<u>secrecy</u>,1
<u>pitch</u>,1
"coked-to-the-gills,",1
<u>material</u>.,1
worried...?,1
<u>missing</u>,1
<u>opportunity</u>,2
Triumphal,1
Plane.,1
...where?,1
<u>IT,1
DESTROYED,1
ELECTORAL,1
PROCESS</u>.,1
<u>backstory</u>,1
"""fucked",1
<u>Course</u>,2
"""need",1
"help""...",1
<u>mean</u>,1
"""and...""?",1
Yeeaahhh...,1
Ohmigod,1
ohmigod...,2
"more...uh,",1
"""serve?""",1
...twelve,1
"""jail""",1
Inaugural.,2
Ribbon,3
Albanian,19
"Campaign....""",1
Campaign...,1
"<u>party</u>,",1
<u>President</u>...,1
...mmm?,1
<u>Listen</u>,1
willya...,1
St...,1
"Producer,",1
"<u>Stationmaster</u>,",1
song....,1
Code?,2
...can,2
"""calico""",1
"kitten,",1
"""Calico.""",1
And...she's,1
Immigrant?,1
"""chart?""",1
<u>paper</u>...,1
<u>help</u>...?,1
"<u>retainer</u>,",1
"cheaper,",1
"<u>pay</u>'em,",1
lettem,1
"Post,",4
girlscout,1
Two....,1
Mid-Stream...?,1
<u>negative</u>,1
Producing,1
<u>Room</u>...,1
Backlash...,1
<u>King</u>.,1
<u>Hillbilly</u>...,1
Ditch,1
"Pick-up,",1
King:,1
<u>willya</u>...,1
<u>Terrorism</u>...,1
"""Albania""",1
<u>Suitcase</u>,1
Bomb...,1
<u>Yessir</u>...,1
stories:,1
Demille:,1
Earth:,1
"elephant,",1
<u>producing</u>.,1
<u>cost,1
effective</u>.,1
"<u>Bomb</u>,",1
aaaand...,1
Bomb's,1
n'they're,1
wogs--,1
<u>suitcase</u>,2
Ooookay.,1
Canada!,1
Terrorists,1
alright:,1
geopolitically...,1
